ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-07-08T16:22:59Z,14805,Поколение,Kara Kross,Поколение,spotify:track:4vUol3OkDUjz5Ae92XgeRU,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:00Z,937,Range Rover,Smaeel,Вне зоны твоих нравов,spotify:track:29s4wzisefWfrZfJ4lVpzn,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:05Z,3690,Не верю,Perfe,Не верю,spotify:track:3yKUM36VxPzh45NOP6rzVh,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:08Z,1881,Она,Kambulat,Она,spotify:track:512O0tD1hWaE559jJw0NcV,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:10Z,278,Fantasy,Bazzi,COSMIC,spotify:track:1i36kkhmhBxf4lYJscg5zK,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:13Z,2516,Ледокол,Индаблэк,Ледокол,spotify:track:0alKV8UVbvDy5H1yPQjjr9,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:15Z,941,Zeit,KMZ,Zeit,spotify:track:7F5VWJXWTouxCgN8Aa1nCF,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:34Z,15404,Eyes Off You,PRETTYMUCH,Phases - EP,spotify:track:0VpEX8ib3wE7u8NOw4szU6,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:49Z,13445,Forever in My Mind,Ata Denis,Forever in My Mind,spotify:track:7k6su5sNePXcBMsRWzBRtS,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:52Z,1608,Последний танец,TINI LIN,Последний танец,spotify:track:5Y4IMG8dZRnshdtVVaGNvA,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:23:55Z,1034,Ana Lahale,Elyanna,Elyanna,spotify:track:0fRIzjNaVxFqwoLg8rfQX5,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:24:04Z,6504,Current Mood,$ickboi Mykel,Xist,spotify:track:2wiSjN96oHWLxwCskNOefM,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:24:21Z,15331,Usta,przyłu,JUNIPER,spotify:track:60xf8cX4vlfY2BcVMVAMj0,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:24:24Z,1907,Сирень,NILETTO,ПРОСТЫМ,spotify:track:6Jjl2OyfegW7T1iFUFbmNF,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:24:25Z,0,Ромашки - prod. Envtn,ROM,Ромашки,spotify:track:23fmXKOfsy6dgYGmrsjfXS,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:24:26Z,0,Barking - Stereo Luchs Remix,Ramz,Barking,spotify:track:1S66sTjtEMo5VbDaf4aRIH,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:24:27Z,0,Zara Zara,Omkar,Zara Zara,spotify:track:1cBKMfO9pqwMhD2CdgiET7,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:25:24Z,54096,Princess,Jarry,Princess,spotify:track:4GMImg76l5ZSYJ16TO46QO,,,,,,,,fwdbtn,endplay,False,False,False,,False
2021-07-08T16:28:02Z,149200,Вдвоём,Misha Marvin,ЧУВСТВУЙ,spotify:track:21WnaExO6S0a0XGuWSSWBm,,,,,,,,clickrow,fwdbtn,False,False,False,,False
2021-07-08T16:28:03Z,971,Посмотри - DJ Ed Remix,Timati,Посмотри,spotify:track:78xeJk696Jf2yO0giPaCD9,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:28:05Z,0,Стерва,Lesha Svik,Стерва,spotify:track:6l6QZa10GKMHj38GRBWfBV,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:28:06Z,0,Цепи,Lx24,Цепи,spotify:track:2NYOjPKnzigq6JhwzlUjr9,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:28:07Z,0,просто любовь,Rauf & Faik,PAIN & MEMORIES,spotify:track:3mA5mSRxMg97OSxaMLLQuP,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:28:07Z,0,911,Eldzhey,911,spotify:track:0Lh0VkvZ3LJPR5fUs0pigo,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:28:08Z,0,Одинокая луна,Artem Kacher,Одинокая луна,spotify:track:4JXSPtXU2BG0sJjclyeKG4,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-08T16:30:53Z,164666,Антигерой,ELMAN,Антигерой,spotify:track:3ImGzT7DfgIDgDqLAazxqP,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-08T16:52:01Z,14073,Голос,Egor Kreed,Голос,spotify:track:1F243xppsThmJaxnBuBfMA,,,,,,,,trackdone,logout,False,False,False,,False
2021-07-08T16:52:51Z,0,Toluca Lake - Imad Remix,Tep No,Toluca Lake,spotify:track:4Xf4XTwmxHIm24UcDjOuzV,,,,,,,,playbtn,fwdbtn,True,False,False,,False
2021-07-08T16:52:52Z,0,Alone,Petit Biscuit,Alone,spotify:track:4p1NHiFP4PfV7eW1183Ej9,,,,,,,,fwdbtn,fwdbtn,True,False,False,,False
2021-07-08T16:57:09Z,238888,Sunset Lover,Petit Biscuit,Presence,spotify:track:3WRQUvzRvBDr4AxMWhXc5E,,,,,,,,fwdbtn,trackdone,True,False,False,,False
2021-07-08T16:57:10Z,0,Sunset Lover - Zac Samuel Remix,Petit Biscuit,Sunset Lover Remixes,spotify:track:0PZDr6dxJhgBjmBZ3w81cr,,,,,,,,trackdone,fwdbtn,True,False,False,,False
2021-07-08T16:57:16Z,3708,Sunset Lover,Petit Biscuit,Sunset Lover,spotify:track:0hNduWmlWmEmuwEFcYvRu1,,,,,,,,fwdbtn,fwdbtn,True,False,False,,False
2021-07-08T16:57:19Z,932,Pumpin Blood - Franne Remix,NONONO,We Are Only Remixes,spotify:track:3gcC4CmEKS75ixD3izcwHc,,,,,,,,fwdbtn,fwdbtn,True,False,False,,False
2021-07-08T16:57:25Z,4498,Pacing,Tep No,Chasing Highs,spotify:track:5TBigV1S0UgSRoBZcQWrfg,,,,,,,,fwdbtn,fwdbtn,True,False,False,,False
2021-07-08T17:01:27Z,240885,I Leave Again,Petit Biscuit,Parachute,spotify:track:4aNNFLoRfSOMHeYQXidsXL,,,,,,,,fwdbtn,trackdone,True,False,False,,False
2021-07-09T14:14:10Z,181000,Can We Kiss Forever?,Kina,Can We Kiss Forever?,spotify:track:58wyJLv6yH1La9NIZPl3ne,,,,,,,,appload,endplay,False,False,False,,False
2021-07-09T14:14:41Z,22000,Creation Comes Alive,Petit Biscuit,Presence,spotify:track:6I1ijupAkKjFajscMgH95y,,,,,,,,playbtn,endplay,False,False,False,,False
2021-07-09T14:18:41Z,238906,Sunset Lover,Petit Biscuit,Presence,spotify:track:3WRQUvzRvBDr4AxMWhXc5E,,,,,,,,clickrow,trackdone,False,False,False,,False
2021-07-09T14:18:57Z,15273,Forever Being,Petit Biscuit,Presence,spotify:track:3WCprEk7Se2cRukiOYzBVe,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-09T14:19:00Z,3140,The End,Petit Biscuit,Presence,spotify:track:1HYG1VZ9AkBH923wHsU5hT,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:19:15Z,8500,Memories,Petit Biscuit,Memories,spotify:track:2EEZdCeGp095urJDE3wEpS,,,,,,,,playbtn,endplay,False,False,False,,False
2021-07-09T14:19:24Z,5220,Sunset Lover,Petit Biscuit,Presence,spotify:track:3WRQUvzRvBDr4AxMWhXc5E,,,,,,,,playbtn,endplay,False,False,False,,False
2021-07-09T14:22:59Z,214000,i love you baby,Emilee,i love you baby,spotify:track:124lzQbZK2jQZqwTq8jt2n,,,,,,,,clickrow,trackdone,False,False,False,,False
2021-07-09T14:26:06Z,186038,Я буду,5sta Family,Зачем,spotify:track:5YziaM6WQ9y7BAWycac2BL,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-09T14:26:42Z,35291,Дико тусим,Даня Милохин,Дико тусим,spotify:track:5DQxmxUHC1WElkqVLcoA6H,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-09T14:26:44Z,1710,Улети,T-Fest,Улети,spotify:track:3BnMwtFr961gmt2ybIFTDH,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:26:46Z,1390,Take You Dancing,Jason Derulo,Take You Dancing,spotify:track:59qrUpoplZxbIZxk6X0Bm3,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:30:00Z,194839,bad guy (with Justin Bieber),Billie Eilish,bad guy (with Justin Bieber),spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-09T14:33:30Z,208786,Attention,Charlie Puth,Voicenotes,spotify:track:5cF0dROlMOK5uNZtivgu50,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-09T14:36:34Z,183303,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,spotify:track:2XU0oxnq2qxCpomAAuJY8K,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-09T14:38:45Z,130420,Lalala,Y2K,Lalala,spotify:track:51Fjme0JiitpyXKuyQiCDo,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:38:47Z,1720,FRIENDS,Marshmello,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:38:52Z,3880,On The Floor,Jennifer Lopez,Love?,spotify:track:3C0nOe05EIt1390bVABLyN,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:38:55Z,2240,Unforgettable,French Montana,Jungle Rules,spotify:track:3B54sVLJ402zGa6Xm4YGNe,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:41:50Z,175720,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-09T14:45:26Z,215444,"школа, березка",Rauf & Faik,"школа, березка",spotify:track:6hrQL9bGj4sSZ3F9e7nS9o,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-09T14:49:34Z,247060,Искал-Нашёл,Jah Khalib,Мудрец,spotify:track:28ZRIWwLO42L8o8k2qGLKt,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-09T14:49:43Z,7554,Самая самая,Egor Kreed,Холостяк,spotify:track:5oOYmBhKeMtweW5EwwZhVg,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-09T14:49:46Z,3330,Surrender - Kina Remix,Natalie Taylor,Surrender,spotify:track:4bNvS25ZVMCvLHEUV87mp4,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:49:48Z,1040,Ya Tabtab Wa Dallaa,Nancy Ajram,Ya Tabtab Wa Dallaa,spotify:track:4bEqJTQXMOGGnvFbDOMnHi,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:49:50Z,0,Inta Eyh,Nancy Ajram,Ah W Noss,spotify:track:0NJyThbEN5v6vFWrsH5uPF,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:49:51Z,230,Enta Eih,Nancy Ajram,Ah W Noss,spotify:track:5yYmOhkbG3TlmllqTvQem5,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:49:54Z,1950,Mood (feat. iann dior),24kGoldn,El Dorado,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:49:56Z,210,Гучи,Timati,Гучи,spotify:track:0on6nFpbuOy3HAyGp859O3,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:49:59Z,1820,Blinding Lights,The Weeknd,After Hours,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,,,,,,,,fwdbtn,backbtn,False,False,False,,False
2021-07-09T14:51:35Z,95280,Гучи,Timati,Гучи,spotify:track:0on6nFpbuOy3HAyGp859O3,,,,,,,,backbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:36Z,1670,Blinding Lights,The Weeknd,After Hours,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:39Z,1370,Mood,Xcho,Mood,spotify:track:0nHWz5BFyge4QzkSo3IJeo,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:41Z,490,Скандал,T-Fest,Иностранец,spotify:track:0HChqyqYfU8C343ObnGISQ,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:43Z,1180,Французский поцелуй,Misha Marvin,Французский поцелуй,spotify:track:3naDOUjpQLrWSmerZJBjQk,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:45Z,1260,Я твоя - Акустическая версия,NAZIMA,Я твоя,spotify:track:7N2LXsFWMSVwK8vo3cRbeK,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:48Z,2070,Не надо быть сильной,Misha Marvin,Не надо быть сильной,spotify:track:3EZlqgmWZmG1lQNrUdy4p1,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:50Z,250,Love Your Voice,JONY,Список твоих мыслей,spotify:track:75VNPADAFa4iNpjEBUYMhF,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:53Z,1550,You Don't Want Me Anymore,Snøw,You Don't Want Me Anymore,spotify:track:0K4gxQ2u3545b0GAu85ObO,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:55Z,0,Мир сошёл с ума,JONY,Небесные розы,spotify:track:3XnzLVXLWczHJmwd4EKvXv,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:51:58Z,1230,the remedy for a broken heart (why am I so in love),XXXTENTACION,?,spotify:track:4UKCKdYiLN6IMA5ZESUTL7,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:01Z,1230,Она,Bonsai,Она,spotify:track:0OUNElp85zYtmma9v3wOrm,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:03Z,740,wonderful,Rauf & Faik,wonderful,spotify:track:7mVqKlr2KjQU3xAOk1CJcW,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:06Z,1760,You Killing Me Inside,Sh10Ra,You Killing Me Inside,spotify:track:4SCrZbUMiZobZ3qj3rjghs,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:08Z,1280,lovely (with Khalid),Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:11Z,2230,Отпускаю,ELMAN,Муза,spotify:track:1yn4rP4QHLpJzBaxm5ss5S,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:13Z,900,Arcade,Duncan Laurence,Arcade,spotify:track:1Xi84slp6FryDSCbzq4UCD,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:15Z,380,Can We Kiss Forever?,Kina,Can We Kiss Forever?,spotify:track:58wyJLv6yH1La9NIZPl3ne,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:17Z,50,Что между нами,Rauf & Faik,Я люблю тебя,spotify:track:5a9uFuvjdgvT5CpdwTE2PD,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:18Z,0,Я люблю тебя,Rauf & Faik,Я люблю тебя,spotify:track:6oLh8m4z6t1Xhai0rOaxv1,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:19Z,0,я люблю тебя давно,Rauf & Faik,я люблю тебя давно,spotify:track:4SdZZeWw260gBY70ndghiq,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:21Z,0,Ой мама,Горный,Ой мама,spotify:track:365i1uoFFRoRl9lHG9fqeM,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:52:23Z,0,Окей,Tima Belorusskih,Окей,spotify:track:3MPFuEXwjdrR7yKua2wrUL,,,,,,,,fwdbtn,backbtn,False,False,False,,False
2021-07-09T14:53:02Z,35930,Ой мама,Горный,Ой мама,spotify:track:365i1uoFFRoRl9lHG9fqeM,,,,,,,,backbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:03Z,2810,Окей,Tima Belorusskih,Окей,spotify:track:3MPFuEXwjdrR7yKua2wrUL,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:06Z,1280,Дай мне огня,Xcho,CROSS,spotify:track:4TNudtUJitkCixpfr80SsK,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:08Z,970,МОРОЗЫ,Gafur,МОРОЗЫ,spotify:track:5h00ibVNurJtahloCeABNi,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:10Z,1210,Lonely (with benny blanco),Justin Bieber,Lonely (with benny blanco),spotify:track:4y4spB9m0Q6026KfkAvy9Q,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:12Z,890,Memories,Xcho,CROSS,spotify:track:4JA49QkyBs2TogxXRKqWR2,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:14Z,1900,Wish I Was Better,Kina,Wish I Was Better,spotify:track:1kAkUHFb7ryeVkVSRD6Nkj,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:16Z,1020,Get You The Moon (feat. Snøw),Kina,Get You The Moon (feat. Snøw),spotify:track:4ZLzoOkj0MPWrTLvooIuaa,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:18Z,940,Падаю - Поймай,JONY,Падаю - Поймай,spotify:track:6bLnAOkQtuyMifH1bBmkYR,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:20Z,0,Perfect,Ed Sheeran,÷,spotify:track:0tgVpDi06FyKpA1z0VMD4v,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:53:21Z,0,это ли счастье?,Rauf & Faik,это ли счастье?,spotify:track:65cYA2DbCETUTylYI75HgP,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T14:56:40Z,197732,Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-09T14:59:44Z,184186,Колыбельная,Jah Khalib,E.G.O.,spotify:track:3eFzztVaMhl4poxWP2vKfI,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-09T15:01:52Z,127055,Feelings,Skippy,Feelings,spotify:track:3XDQwqCeEGAGLFC2L9lYRT,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-09T15:03:00Z,67015,What If I Told You That I Love You,Ali Gatie,What If I Told You That I Love You,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-09T15:03:25Z,24910,По Глазам,SLAVA MARLOW,АРТЁМ,spotify:track:53bbEINuw0ez3ntLcqYCu2,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-09T15:06:33Z,188615,закат и рассвет,Rauf & Faik,закат и рассвет,spotify:track:1IN3O9eGwIZbFrAIVKAX5Q,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-09T15:09:30Z,175134,Апрель,Rauf & Faik,Я люблю тебя,spotify:track:3vXWCS3DkMNSsU3mZmUSNW,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-09T15:14:24Z,30010,колыбельная,Rauf & Faik,колыбельная,spotify:track:3hRMlpsBV8yC3kfRxVWBsX,,,,,,,,fwdbtn,unexpected-exit,False,False,False,,False
2021-07-09T19:52:52Z,9374,Burnin,Petit Biscuit,Parachute,spotify:track:5D246C2tLKCTeZgcsRfvcA,,,,,,,,trackdone,logout,True,False,False,,False
2021-07-10T12:25:22Z,0,Без тебя я не я,JONY,Список твоих мыслей,spotify:track:2MX5LM5RFnYoFPRO3mehfG,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,0,Камин,EMIN,Камин,spotify:track:4ABrmmndQ5aSH2cbuefdZ5,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,225090,колыбельная,Rauf & Faik,колыбельная,spotify:track:3hRMlpsBV8yC3kfRxVWBsX,,,,,,,,appload,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,33330,Розовое вино,Eldzhey,Розовое вино,spotify:track:2gcFOhxQOqAx1OABnxvUZ4,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,0,Ты рядом,Jah Khalib,Все что мы любим,spotify:track:5oTZUMAi4vRVpf7M05eM5G,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,0,Сияй,Ramil',Сияй,spotify:track:5ct1HcejSSMlu6vCyWGNXM,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,0,Rastafari,Santiz,Rastafari,spotify:track:5Y3vhOJCnVSsE0LzKmUz4L,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,2240,Empty Note,Ghostly Kisses,What You See,spotify:track:27FYQZ12stiJGFLVD5U4j6,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:25:22Z,3880,New Light,John Mayer,Last Train Home,spotify:track:2BRcFoNaxcQupoC6IpZGeO,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,0,Savage Love (Laxed - Siren Beat),Jawsh 685,Savage Love (Laxed - Siren Beat),spotify:track:1xQ6trAsedVPCdbtDAmk0c,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,62202,Let Me Down Slowly (feat. Alessia Cara),Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),spotify:track:1roCmBlcpV7LzsmB7pmCyt,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,980,Медуза,MATRANG,ЭЙА,spotify:track:1sZsTb461mhIAQ8o0gzxsI,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,1300,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,23100,Mama,Jonas Blue,Mama,spotify:track:47OVNnZJzIkrsEiZ4n187p,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,239000,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Dusk Till Dawn (feat. Sia),spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-10T12:33:05Z,1560,Вечный сон,SUNAMI,Вечный сон,spotify:track:2gTxoeWFDjNZ6Nc6tjPi8J,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,1090,Френдзона,JONY,Список твоих мыслей,spotify:track:3z2zKzdrKwEEdTuPvtiCuL,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:33:05Z,170,Лейла (feat.Маквин),Jah Khalib,Если Че Я Баха,spotify:track:1W6IsPCHjrnHE3UBM2LdlD,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T12:34:08Z,185146,Arcade,Duncan Laurence,Small Town Boy,spotify:track:1J14CdDAvBTE1AJYUOwl6C,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-10T12:34:24Z,13813,Запомни I love you,SHAMI,Запомни I love you,spotify:track:70rwORUqSNV96x6Fxv5AVP,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-10T12:37:44Z,200765,Вечера,Rauf & Faik,Я люблю тебя,spotify:track:35f9xdHwGxEgabSHLkBYif,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2021-07-10T12:42:32Z,288039,Улетай,Jay Leemo,For You,spotify:track:14Ob0AY6z2sgh6q66NFNn8,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-10T12:44:47Z,133770,Ночной рейс,Andro,MOON FLAME,spotify:track:5fxYcm1pBQ6Wnqj1N5npQX,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-10T12:49:42Z,238906,Sunset Lover,Petit Biscuit,Presence,spotify:track:3WRQUvzRvBDr4AxMWhXc5E,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-10T12:52:31Z,168774,Все будет хорошо,Mr Lambo,Все будет хорошо,spotify:track:55yTDgHzP78YFW6gHXCDkB,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-10T12:55:20Z,168359,Forever in My Mind,Young Tezzz,Forever in My Mind,spotify:track:1gD29S5Wq9eBc33wCsvYyR,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-10T12:58:41Z,200777,Can We Kiss Forever? Remake,Jorbyne,Can We Kiss Forever? Remake,spotify:track:6sX7xHOOGwum88DBoyNMD5,,,,,,,,trackdone,trackdone,False,False,False,,False
2021-07-10T13:00:26Z,103243,I Just Wanna Feel Something,Asiah,I Just Wanna Feel Something,spotify:track:5J8EPtarsvf9IaHmDoYXza,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2021-07-10T13:00:28Z,2100,ЗДРАВСТВУЙТЕ (feat. OG Buda),Egor Kreed,ЗДРАВСТВУЙТЕ (feat. OG Buda),spotify:track:5BfJXirR4xGajr0vqLpRbn,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T13:04:00Z,210510,i love you baby,Emilee,i love you baby,spotify:track:124lzQbZK2jQZqwTq8jt2n,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T13:05:51Z,111650,Я буду,5sta Family,Зачем,spotify:track:5YziaM6WQ9y7BAWycac2BL,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T13:05:53Z,1510,Дико тусим,Даня Милохин,Дико тусим,spotify:track:5DQxmxUHC1WElkqVLcoA6H,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T13:05:54Z,800,Улети,T-Fest,Улети,spotify:track:3BnMwtFr961gmt2ybIFTDH,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2021-07-10T13:05:56Z,590,Take You Dancing,Jason Derulo,Take You Dancing,spotify:track:59qrUpoplZxbIZxk6X0Bm3,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
